INFO  2017-09-30 05:47:51,903 Cards need storing in DB: 31634                                                            =>[main] CardScanner.scan 
DEBUG 2017-09-30 08:08:39,334 835 total Score (life:0 permanents:850 hand:-15)                                           =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,335 Sim Calculate post combat actions ---------------------------------------------------------------------------------------- =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 08:08:39,336 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 08:08:39,337 ADDED ACTIONS (1)  [Pass]                                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,337 Player..: 850 - Mountain[425] Mountain[425]                                                =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,337 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,338 835 total Score (life:0 permanents:850 hand:-15)                                           =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,338 Sim Prio ..[6]#1 <835> - (Pass)                                                            =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,338 Sim Prio [6] #1 <835> (Pass)                                                               =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,338 Sim Prio [6] -- Saved best node yet <830> [Pass]                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,338 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 2                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,338 [PlayerA] no better score  current: 835 bestScore: 830                                     =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 08:08:39,340 Priority -- Step: End Turn                  ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,341 ======================= Turn: 5 [PlayerA] =========================================        =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,341 Priority -- Step: Upkeep                    ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,343 Priority -- Step: Draw                      ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,343 Priority -- Step: Precombat Main            ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,344 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,344 -> Hand: [Mountain;]                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,344 -> Permanents: [Mountain;Mountain;]                                                        =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,344 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,345 -> Hand: [Mountain;Mountain;Mountain;]                                                     =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,345 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,345 Sim Calculate pre combat actions -----------------------------------------------------     =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,345 Player..: 850 - Mountain[425] Mountain[425]                                                =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,345 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,346 840 total Score (life:0 permanents:850 hand:-10)                                           =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,346 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 08:08:39,347 ADDED ACTIONS (2)  [Play Mountain, Pass]                                                   =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,348 Player..: 1275 - Mountain[425] Mountain[425] Mountain[425]                                 =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,348 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,348 1260 total Score (life:0 permanents:1275 hand:-15)                                         =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,350 Player..: 1275 - Mountain[425] Mountain[425] Mountain[425]                                 =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,351 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,351 1260 total Score (life:0 permanents:1275 hand:-15)                                         =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,351 Sim Prio .....[5]#1 <1260> - (Pass)                                                        =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,351 Sim Prio ..[6]#1 <1260> - (Play Mountain)                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,351 Sim Prio [6] #1 <1260> (Play Mountain) -> [5][Pass]<1260>                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,351 Sim Prio [6] -- Saved best node yet <1260> [Play Mountain]                                 =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,352 Player..: 850 - Mountain[425] Mountain[425]                                                =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,352 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,352 840 total Score (life:0 permanents:850 hand:-10)                                           =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,352 Sim Prio ..[6]#2 <840> - (Pass)                                                            =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,352 Sim Prio [6] #2 <840> (Pass)                                                               =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,352 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 4                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,352 ===> Act [PlayerA] Action: Play Mountain                                                   =>[main] ComputerPlayer6.act 
DEBUG 2017-09-30 08:08:39,353 Priority -- Step: Precombat Main            ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,353 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,353 -> Hand: []                                                                                =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,354 -> Permanents: [Mountain;Mountain;Mountain;]                                               =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,354 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,354 -> Hand: [Mountain;Mountain;Mountain;]                                                     =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,354 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,354 Sim Calculate pre combat actions -----------------------------------------------------     =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,355 simulating -- continuing previous action chain                                             =>[main] ComputerPlayer6.getNextAction 
DEBUG 2017-09-30 08:08:39,355 Next Action exists!                                                                        =>[main] ComputerPlayer7.calculatePreCombatActions 
INFO  2017-09-30 08:08:39,355 ===> Act [PlayerA] Action: Pass                                                            =>[main] ComputerPlayer6.act 
DEBUG 2017-09-30 08:08:39,357 Priority -- Step: Begin Combat              ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,358 Priority -- Step: Declare Attackers         ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,359 Priority -- Step: End Combat                ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,360 Priority -- Step: Postcombat Main           ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,360 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,361 -> Hand: []                                                                                =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,361 -> Permanents: [Mountain;Mountain;Mountain;]                                               =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,361 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,361 -> Hand: [Mountain;Mountain;Mountain;]                                                     =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,361 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
DEBUG 2017-09-30 08:08:39,362 Player..: 1275 - Mountain[425] Mountain[425] Mountain[425]                                 =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,362 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,362 1260 total Score (life:0 permanents:1275 hand:-15)                                         =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,362 Sim Calculate post combat actions ---------------------------------------------------------------------------------------- =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 08:08:39,363 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 08:08:39,363 ADDED ACTIONS (1)  [Pass]                                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,364 Player..: 1275 - Mountain[425] Mountain[425] Mountain[425]                                 =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,364 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,365 1260 total Score (life:0 permanents:1275 hand:-15)                                         =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,365 Sim Prio ..[6]#1 <1260> - (Pass)                                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,365 Sim Prio [6] #1 <1260> (Pass)                                                              =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,365 Sim Prio [6] -- Saved best node yet <1255> [Pass]                                          =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,365 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 2                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,365 [PlayerA] no better score  current: 1260 bestScore: 1255                                   =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 08:08:39,367 Priority -- Step: End Turn                  ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,368 ======================= Turn: 6 [PlayerB] =========================================        =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,369 Priority -- Step: Upkeep                    ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,370 Priority -- Step: Draw                      ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,371 Priority -- Step: Precombat Main            ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,372 Priority -- Step: Begin Combat              ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,373 Priority -- Step: Declare Attackers         ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,373 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,374 -> Hand: []                                                                                =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,374 -> Permanents: [Mountain;Mountain;Mountain;]                                               =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,374 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,374 -> Hand: [Mountain;Mountain;Mountain;Mountain;]                                            =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,374 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,375 Sim Calculate declare attackers actions -----------------------------------------------------  =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,375 Player..: 1275 - Mountain[425] Mountain[425] Mountain[425]                                 =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,375 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,375 1255 total Score (life:0 permanents:1275 hand:-20)                                         =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,376 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 08:08:39,376 ADDED ACTIONS (1)  [Pass]                                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,377 Player..: 1275 - Mountain[425] Mountain[425] Mountain[425]                                 =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,377 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,377 1255 total Score (life:0 permanents:1275 hand:-20)                                         =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,378 Sim Prio ..[6]#1 <1255> - (Pass)                                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,378 Sim Prio [6] #1 <1255> (Pass)                                                              =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,378 Sim Prio [6] -- Saved best node yet <1250> [Pass]                                          =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,378 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 2                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,378 ===> Act [PlayerA] Action: Pass                                                            =>[main] ComputerPlayer6.act 
DEBUG 2017-09-30 08:08:39,379 Priority -- Step: End Combat                ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,380 Priority -- Step: Postcombat Main           ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,380 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,381 -> Hand: []                                                                                =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,381 -> Permanents: [Mountain;Mountain;Mountain;]                                               =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,381 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,382 -> Hand: [Mountain;Mountain;Mountain;Mountain;]                                            =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,382 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
DEBUG 2017-09-30 08:08:39,382 Player..: 1275 - Mountain[425] Mountain[425] Mountain[425]                                 =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,382 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,382 1255 total Score (life:0 permanents:1275 hand:-20)                                         =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,383 Sim Calculate post combat actions ---------------------------------------------------------------------------------------- =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 08:08:39,383 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 08:08:39,384 ADDED ACTIONS (1)  [Pass]                                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,384 Player..: 1275 - Mountain[425] Mountain[425] Mountain[425]                                 =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,385 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,385 1255 total Score (life:0 permanents:1275 hand:-20)                                         =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,385 Sim Prio ..[6]#1 <1255> - (Pass)                                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,385 Sim Prio [6] #1 <1255> (Pass)                                                              =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,385 Sim Prio [6] -- Saved best node yet <1250> [Pass]                                          =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,385 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 2                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,385 [PlayerA] no better score  current: 1255 bestScore: 1250                                   =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 08:08:39,386 Priority -- Step: End Turn                  ActivePlayer-PlayerB PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,393 ======================= Turn: 7 [PlayerA] =========================================        =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,394 Priority -- Step: Upkeep                    ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,395 Priority -- Step: Draw                      ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,395 Priority -- Step: Precombat Main            ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,396 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,396 -> Hand: [Mountain;]                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,396 -> Permanents: [Mountain;Mountain;Mountain;]                                               =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,396 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,396 -> Hand: [Mountain;Mountain;Mountain;Mountain;]                                            =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,396 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,397 Sim Calculate pre combat actions -----------------------------------------------------     =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,397 Player..: 1275 - Mountain[425] Mountain[425] Mountain[425]                                 =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,397 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,397 1260 total Score (life:0 permanents:1275 hand:-15)                                         =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,404 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 08:08:39,405 ADDED ACTIONS (2)  [Play Mountain, Pass]                                                   =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,406 Player..: 1700 - Mountain[425] Mountain[425] Mountain[425] Mountain[425]                   =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,406 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,406 1680 total Score (life:0 permanents:1700 hand:-20)                                         =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,408 Player..: 1700 - Mountain[425] Mountain[425] Mountain[425] Mountain[425]                   =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,408 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,408 1680 total Score (life:0 permanents:1700 hand:-20)                                         =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,409 Sim Prio .....[5]#1 <1680> - (Pass)                                                        =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,409 Sim Prio ..[6]#1 <1680> - (Play Mountain)                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,409 Sim Prio [6] #1 <1680> (Play Mountain) -> [5][Pass]<1680>                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,409 Sim Prio [6] -- Saved best node yet <1680> [Play Mountain]                                 =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,410 Player..: 1275 - Mountain[425] Mountain[425] Mountain[425]                                 =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,410 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,410 1260 total Score (life:0 permanents:1275 hand:-15)                                         =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,410 Sim Prio ..[6]#2 <1260> - (Pass)                                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,410 Sim Prio [6] #2 <1260> (Pass)                                                              =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,410 Sim Prio [6] -- End for Max Depth  -- Nodes calculated: 4                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
INFO  2017-09-30 08:08:39,410 ===> Act [PlayerA] Action: Play Mountain                                                   =>[main] ComputerPlayer6.act 
DEBUG 2017-09-30 08:08:39,411 Priority -- Step: Precombat Main            ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,411 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,411 -> Hand: []                                                                                =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,411 -> Permanents: [Mountain;Mountain;Mountain;Mountain;]                                      =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,412 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,412 -> Hand: [Mountain;Mountain;Mountain;Mountain;]                                            =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,412 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,413 Sim Calculate pre combat actions -----------------------------------------------------     =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,413 simulating -- continuing previous action chain                                             =>[main] ComputerPlayer6.getNextAction 
DEBUG 2017-09-30 08:08:39,413 Next Action exists!                                                                        =>[main] ComputerPlayer7.calculatePreCombatActions 
INFO  2017-09-30 08:08:39,414 ===> Act [PlayerA] Action: Pass                                                            =>[main] ComputerPlayer6.act 
DEBUG 2017-09-30 08:08:39,414 Priority -- Step: Begin Combat              ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,416 Priority -- Step: Declare Attackers         ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,417 Priority -- Step: End Combat                ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
DEBUG 2017-09-30 08:08:39,418 Priority -- Step: Postcombat Main           ActivePlayer-PlayerA PriorityPlayer-PlayerA    =>[main] ComputerPlayer7.priorityPlay 
INFO  2017-09-30 08:08:39,418 [PlayerA], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,418 -> Hand: []                                                                                =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,418 -> Permanents: [Mountain;Mountain;Mountain;Mountain;]                                      =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,419 [PlayerB], life = 20                                                                       =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,419 -> Hand: [Mountain;Mountain;Mountain;Mountain;]                                            =>[main] ComputerPlayer6.printOutState 
INFO  2017-09-30 08:08:39,419 -> Permanents: []                                                                          =>[main] ComputerPlayer6.printOutState 
DEBUG 2017-09-30 08:08:39,419 Player..: 1700 - Mountain[425] Mountain[425] Mountain[425] Mountain[425]                   =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,419 Opponent: 0 -                                                                              =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,419 1680 total Score (life:0 permanents:1700 hand:-20)                                         =>[main] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,420 Sim Calculate post combat actions ---------------------------------------------------------------------------------------- =>[main] ComputerPlayer7.calculatePostCombatActions 
DEBUG 2017-09-30 08:08:39,420 maxThink: 18 seconds                                                                       =>[main] ComputerPlayer6.addActionsTimed 
INFO  2017-09-30 08:08:39,420 ADDED ACTIONS (1)  [Pass]                                                                  =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
DEBUG 2017-09-30 08:08:39,421 Player..: 1700 - Mountain[425] Mountain[425] Mountain[425] Mountain[425]                   =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,421 Opponent: 0 -                                                                              =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,421 1680 total Score (life:0 permanents:1700 hand:-20)                                         =>[pool-1-thread-1] GameStateEvaluator2.evaluate 
DEBUG 2017-09-30 08:08:39,421 Sim Prio ..[6]#1 <1680> - (Pass)                                                           =>[pool-1-thread-1] ComputerPlayer6.simulatePriority 
